chr	start	stop
BIRC5	chr17	76210267	76221717
SOCS3	chr17	76352864	76356158
PGS1	chr17	76374721	76421195
CYTH1	chr17	76670130	76778379
USP36	chr17	76783463	76837523
TIMP2	chr17	76849059	76921469
LGALS3BP	chr17	76967320	76976191
CBX4	chr17	77806955	77813228
TBC1D16	chr17	77906142	78009647
GAA	chr17	78075355	78093678
EIF4A3	chr17	78109013	78120982
RNF213	chr17	78234665	78372586
ENDOV	chr17	78388965	78411886
RPTOR	chr17	78518619	78940171
CHMP6	chr17	78965398	78983317
BAIAP2	chr17	79008948	79091232
C17orf89	chr17	79213039	79215081
SLC38A10	chr17	79218800	79269347
ACTG1	chr17	79476997	79490873
NPLOC4	chr17	79523913	79615495
PDE6G	chr17	79617489	79630142
OXLD1	chr17	79632066	79633665
CCDC137	chr17	79633394	79640934
ARL16	chr17	79648204	79650954
HGS	chr17	79650356	79670168
MRPL12	chr17	79670387	79674556
P4HB	chr17	79801035	79818570
ARHGDIA	chr17	79825597	79829282
ALYREF	chr17	79845713	79849462
ANAPC11	chr17	79848666	79858867
PCYT2	chr17	79858841	79869340
SIRT7	chr17	79869815	79879199
MAFG	chr17	79876146	79885590
PYCR1	chr17	79890260	79900288
ASPSCR1	chr17	79934683	79975282
STRA13	chr17	79976578	79981983
RAC3	chr17	79989500	79992080
DCXR	chr17	79993012	79995608
RFNG	chr17	80005778	80009707
GPS1	chr17	80008567	80015346
DUS1L	chr17	80015382	80023763
FASN	chr17	80036214	80056208
CCDC57	chr17	80059336	80170706
SLC16A3	chr17	80186273	80219005
CSNK1D	chr17	80196899	80231607
CD7	chr17	80272744	80275478
OGFOD3	chr17	80347099	80376513
HEXDC	chr17	80376194	80400521
C17orf62	chr17	80400465	80408705
NARF	chr17	80416056	80448413
FOXK2	chr17	80477589	80602538
WDR45B	chr17	80572438	80606429
RAB40B	chr17	80612849	80656604
FN3KRP	chr17	80674559	80688204
FN3K	chr17	80693451	80709073
TBCD	chr17	80709940	80900724
METRNL	chr17	81037567	81052864
USP14	chr18	158383	214629
THOC1	chr18	214520	268050
COLEC12	chr18	319361	500722
CLUL1	chr18	596988	650334
TYMS	chr18	657604	673578
ENOSF1	chr18	670324	712676
YES1	chr18	721588	812547
SMCHD1	chr18	2655737	2805015
EMILIN2	chr18	2847028	2915991
LPIN2	chr18	2916992	3013313
MYL12A	chr18	3247479	3256234
MYL12B	chr18	3261907	3278282
TGIF1	chr18	3411606	3458409
DLGAP1	chr18	3496030	4455335
LINC00667	chr18	5232875	5246507
EPB41L3	chr18	5392383	5630699
L3MBTL4	chr18	5954705	6415236
NDUFV2	chr18	9102628	9134343
ANKRD12	chr18	9136226	9285983
TWSG1	chr18	9334765	9402418
RALBP1	chr18	9475007	9538114
PPP4R1	chr18	9546789	9615238
RAB31	chr18	9708162	9862548
VAPA	chr18	9913999	9960018
APCDD1	chr18	10454625	10489945
NAPG	chr18	10525902	10552758
CHMP1B	chr18	11851395	11854448
MPPE1	chr18	11882621	11909222
TUBB6	chr18	12307668	12344319
AFG3L2	chr18	12328943	12377313
SPIRE1	chr18	12446511	12658133
PSMG2	chr18	12658737	12725739
PTPN2	chr18	12785477	12929642
SEH1L	chr18	12947132	12987535
CEP192	chr18	12991361	13125051
LDLRAD4	chr18	13217497	13652754
FAM210A	chr18	13663346	13726662
RNMT	chr18	13726659	13764557
ROCK1	chr18	18526867	18691812
ESCO1	chr18	19109242	19180845
SNRPD1	chr18	19192228	19210417
ABHD3	chr18	19230858	19284766
MIB1	chr18	19284918	19450918
RIOK3	chr18	21032787	21066567
NPC1	chr18	21086148	21166862
TTC39C	chr18	21572737	21715574
OSBPL1A	chr18	21742008	21977844
IMPACT	chr18	22006580	22033499
SS18	chr18	23596578	23671181
AQP4	chr18	24432002	24445782
CHST9	chr18	24495595	24765281
CDH2	chr18	25530930	25757410
DSC2	chr18	28645940	28682378
TRAPPC8	chr18	29409136	29533099
RNF125	chr18	29598335	29653176
RNF138	chr18	29671818	29711524
DTNA	chr18	32073254	32471808
MAPRE2	chr18	32556892	32723434
ZNF24	chr18	32912176	32925446
GALNT1	chr18	33161081	33291798
C18orf21	chr18	33552046	33559241
RPRD1A	chr18	33564350	33647539
SLC39A6	chr18	33688495	33709348
ELP2	chr18	33709407	33757909
TPGS2	chr18	34359987	34409158
KIAA1328	chr18	34409069	34812135
PIK3C3	chr18	39535171	39667794
SETBP1	chr18	42260138	42648475
PSTPIP2	chr18	43563502	43652238
ATP5A1	chr18	43664110	43684300
HAUS1	chr18	43684298	43708299
C18orf25	chr18	43753519	43846949
PIAS2	chr18	44388353	44500123
HDHD2	chr18	44633774	44676891
IER3IP1	chr18	44661027	44702652
SMAD2	chr18	45357922	45457515
SMAD7	chr18	46446223	46477081
DYM	chr18	46570039	46987717
C18orf32	chr18	47008028	47013622
RPL17	chr18	47014851	47018906
ACAA2	chr18	47309869	47340330
MBD1	chr18	47793252	47808144
CXXC1	chr18	47808713	47814674
ME2	chr18	48405419	48474691
SMAD4	chr18	48494410	48611415
MBD2	chr18	51679079	51751158
TCF4	chr18	52889562	53332018
TXNL1	chr18	54264439	54318831
WDR7	chr18	54318574	54698828
NARS	chr18	55267888	55289445
NEDD4L	chr18	55711599	56068772
MALT1	chr18	56338618	56417371
ZNF532	chr18	56529832	56653712
SEC11C	chr18	56806709	56826068
LMAN1	chr18	56995055	57027194
PMAIP1	chr18	57567180	57571538
ZCCHC2	chr18	60190240	60254942
PHLPP1	chr18	60382672	60647666
BCL2	chr18	60790579	60987361
KDSR	chr18	60994959	61034743
VPS4B	chr18	61056423	61089716
CDH19	chr18	64168320	64271375
DSEL	chr18	65173819	65184217
TMX3	chr18	66340925	66382535
SOCS6	chr18	67956137	67997436
CYB5A	chr18	71920530	71959251
CNDP2	chr18	72163051	72188366
LINC00909	chr18	72259010	72265744
ZNF407	chr18	72265106	72777627
ZADH2	chr18	72907063	72921303
TSHZ1	chr18	72922710	73001905
ZNF516	chr18	74069644	74207146
MBP	chr18	74690783	74845639
RP11-849I19.1	chr18	76736555	76739074
ATP9B	chr18	76829285	77138283
NFATC1	chr18	77155856	77289325
PQLC1	chr18	77662420	77711664
TXNL4A	chr18	77732867	77793949
RBFA	chr18	77794358	77806397
ADNP2	chr18	77866915	77905406
TPGS1	chr19	507299	519654
CDC34	chr19	531714	542097
GZMM	chr19	544034	549919
BSG	chr19	571297	583493
RNF126	chr19	647526	663277
PTBP1	chr19	797075	812327
CFD	chr19	859453	863453
MED16	chr19	867962	893218
R3HDM4	chr19	896503	913240
ARID3A	chr19	925781	975939
WDR18	chr19	983174	994569
TMEM259	chr19	1009647	1021117
CNN2	chr19	1026298	1039068
POLR2E	chr19	1086594	1095598
GPX4	chr19	1103936	1106787
STK11	chr19	1189406	1228428
ATP5D	chr19	1241749	1244824
MIDN	chr19	1248552	1259142
CIRBP	chr19	1259384	1274879
C19orf24	chr19	1275026	1279248
MUM1	chr19	1285890	1378430
NDUFS7	chr19	1383526	1395583
GAMT	chr19	1397091	1401569
DAZAP1	chr19	1407568	1435719
RPS15	chr19	1438358	1440583
APC2	chr19	1446300	1473243
C19orf25	chr19	1461142	1479555
MBD3	chr19	1576639	1592882
UQCR11	chr19	1578338	1605444
TCF3	chr19	1609291	1652604
REXO1	chr19	1815248	1848452
ABHD17A	chr19	1876809	1885546
SCAMP4	chr19	1905213	1926016
CSNK1G2	chr19	1941188	1981337
BTBD2	chr19	1985447	2034880
MKNK2	chr19	2037470	2051243
MOB3A	chr19	2071037	2096672
AP3D1	chr19	2100988	2164464
PLEKHJ1	chr19	2230002	2237703
SF3A2	chr19	2236520	2248678
OAZ1	chr19	2269485	2273487
LSM7	chr19	2321516	2328619
TIMM13	chr19	2425622	2427892
LMNB2	chr19	2427636	2456994
GADD45B	chr19	2476120	2478257
GNG7	chr19	2511217	2702707
SLC39A3	chr19	2732202	2740150
SGTA	chr19	2754712	2783369
THOP1	chr19	2785458	2813599
AES	chr19	3052908	3063105
GNA11	chr19	3094408	3124002
GNA15	chr19	3136191	3163767
NFIC	chr19	3359561	3469215
DOHH	chr19	3490819	3500938
FZR1	chr19	3506271	3538328
MFSD12	chr19	3538259	3574288
HMG20B	chr19	3572775	3579086
PIP5K1C	chr19	3630181	3700477
MRPL54	chr19	3762662	3768573
ATCAY	chr19	3879862	3928077
DAPK3	chr19	3958451	3971121
EEF2	chr19	3976054	3985467
ZBTB7A	chr19	4044362	4066943
MAP2K2	chr19	4090319	4124126
EBI3	chr19	4229495	4237528
SH3GL1	chr19	4360367	4400544
UBXN6	chr19	4444996	4457819
HDGFRP2	chr19	4472284	4502223
C19orf10	chr19	4641386	4670382
DPP9	chr19	4675236	4724685
PLIN3	chr19	4838353	4867780
KDM4B	chr19	4969125	5153606
PTPRS	chr19	5158506	5340814
SAFB2	chr19	5587010	5624057
SAFB	chr19	5623046	5668489
RPL36	chr19	5674958	5691887
C19orf70	chr19	5678432	5680907
LONP1	chr19	5691845	5720583
NDUFA11	chr19	5891287	5904017
CAPS	chr19	5911718	5915888
RANBP3	chr19	5916150	5978153
RFX2	chr19	5993175	6199583
CLPP	chr19	6361463	6368919
ALKBH7	chr19	6372444	6375042
GTF2F1	chr19	6379580	6393992
KHSRP	chr19	6413359	6424805
SLC25A23	chr19	6436090	6465214
DENND1C	chr19	6467218	6482568
TUBB4A	chr19	6494330	6502859
TNFSF9	chr19	6531010	6535931
C3	chr19	6677715	6730573
GPR108	chr19	6729925	6737614
VAV1	chr19	6772725	6857377
INSR	chr19	7112266	7294045
ZNF358	chr19	7580178	7585912
MCOLN1	chr19	7587512	7598895
PNPLA6	chr19	7598890	7626650
XAB2	chr19	7684411	7694451
PET100	chr19	7694623	7696842
STXBP2	chr19	7701767	7712759
TRAPPC5	chr19	7745729	7747744
MAP2K7	chr19	7968728	7979363
SNAPC2	chr19	7985201	7988135
CTXN1	chr19	7989372	7991051
TIMM44	chr19	7991603	8008805
ELAVL1	chr19	8023463	8070543
CERS4	chr19	8271620	8327305
CD320	chr19	8367011	8373240
NDUFA7	chr19	8373167	8386263
RPS28	chr19	8386042	8388224
RAB11B	chr19	8454865	8469318
MARCH2	chr19	8478154	8503901
HNRNPM	chr19	8509651	8553998
PRAM1	chr19	8554940	8567996
ZNF414	chr19	8575462	8579048
MYO1F	chr19	8585674	8642461
ZNF426	chr19	9638667	9649303
ZNF562	chr19	9759330	9785776
UBL5	chr19	9938568	9940791
PIN1	chr19	9945933	9960358
OLFM2	chr19	9964394	10047228
C19orf66	chr19	10196798	10203928
PPAN	chr19	10216965	10225414
EIF3G	chr19	10225693	10230596
DNMT1	chr19	10244021	10341962
MRPL4	chr19	10362577	10370721
ICAM1	chr19	10381511	10397291
ICAM3	chr19	10444452	10450499
TYK2	chr19	10461209	10491352
CDC37	chr19	10501810	10530797
KEAP1	chr19	10596796	10614417
KRI1	chr19	10663761	10676713
CDKN2D	chr19	10677138	10679735
SLC44A2	chr19	10713133	10755235
ILF3-AS1	chr19	10762538	10764520
ILF3	chr19	10764937	10803093
QTRT1	chr19	10812106	10824113
DNM2	chr19	10828755	10944164
TMED1	chr19	10943114	10946994
SMARCA4	chr19	11071598	11176071
LDLR	chr19	11200038	11244492
TMEM205	chr19	11453452	11457194
CCDC159	chr19	11455360	11465620
PRKCSH	chr19	11546109	11561783
ELAVL3	chr19	11562141	11591861
ECSIT	chr19	11616731	11639989
ELOF1	chr19	11661962	11670051
ZNF439	chr19	11959541	11994565
ZNF44	chr19	12335501	12405702
ZNF791	chr19	12721732	12742735
MAN2B1	chr19	12757325	12777556
WDR83OS	chr19	12778885	12782170
DHPS	chr19	12786531	12792716
TNPO2	chr19	12810008	12834825
C19orf43	chr19	12841454	12845589
ASNA1	chr19	12847953	12859137
HOOK2	chr19	12873817	12983554
JUNB	chr19	12902310	12904124
PRDX2	chr19	12907634	12912694
RNASEH2A	chr19	12917394	12924452
DNASE2	chr19	12986025	12992282
GCDH	chr19	13001840	13025021
FARSA	chr19	13033293	13044851
CALR	chr19	13049392	13055303
RAD23A	chr19	13056669	13064456
GADD45GIP1	chr19	13064972	13068050
NFIX	chr19	13106422	13209610
LYL1	chr19	13209847	13213975
TRMT1	chr19	13215716	13228381
NACC1	chr19	13228917	13251955
STX10	chr19	13254872	13261197
IER2	chr19	13261229	13265722
CACNA1A	chr19	13317256	13734804
CCDC130	chr19	13842574	13874110
MRI1	chr19	13875346	13885096
C19orf53	chr19	13884982	13889276
MIR24-2	chr19	13945330	13947173
CC2D1A	chr19	14017014	14041692
SAMD1	chr19	14198652	14201848
PRKACA	chr19	14202500	14228896
DDX39A	chr19	14519631	14530192
PKN1	chr19	14543865	14582679
GIPC1	chr19	14588572	14606944
DNAJB1	chr19	14625582	14640582
TECR	chr19	14627897	14676792
NDUFB7	chr19	14676890	14682874
ILVBL	chr19	15225795	15236596
BRD4	chr19	15347647	15443356
AKAP8	chr19	15464196	15490609
AKAP8L	chr19	15490859	15529952
RASAL3	chr19	15562435	15575382
TPM4	chr19	16177831	16213813
RAB8A	chr19	16222439	16245044
FAM32A	chr19	16296191	16302857
AP1M1	chr19	16308389	16346160
KLF2	chr19	16435628	16438685
EPS15L1	chr19	16466050	16582896
CHERP	chr19	16628700	16653341
SLC35E1	chr19	16660642	16683193
SMIM7	chr19	16741562	16771253
SIN3B	chr19	16940211	16991164
MYO9B	chr19	17186591	17325346
USE1	chr19	17326155	17330638
OCEL1	chr19	17337013	17340028
NR2F6	chr19	17342692	17356749
BABAM1	chr19	17378159	17392058
ABHD8	chr19	17402940	17421045
MRPL34	chr19	17403418	17417652
DDA1	chr19	17420327	17434110
BST2	chr19	17513748	17516457
MVB12A	chr19	17516531	17544533
SLC27A1	chr19	17579578	17616977
PGLS	chr19	17622438	17632097
COLGALT1	chr19	17666403	17693971
MAP1S	chr19	17830051	17845325
JAK3	chr19	17935589	17958880
RPL18A	chr19	17970685	17974962
CCDC124	chr19	18043825	18054800
ARRDC2	chr19	18111941	18124911
IFI30	chr19	18283972	18288927
JUND	chr19	18390563	18392432
LSM4	chr19	18417040	18434084
PGPEP1	chr19	18451397	18480760
LRRC25	chr19	18501954	18508427
SSBP4	chr19	18529674	18545372
ISYNA1	chr19	18545198	18549111
ELL	chr19	18553473	18632937
FKBP8	chr19	18642561	18654887
KXD1	chr19	18668572	18680197
UBA52	chr19	18682540	18688360
C19orf60	chr19	18699495	18703146
TMEM59L	chr19	18718240	18731849
UPF1	chr19	18942747	18979045
COPE	chr19	19010323	19030206
DDX49	chr19	19030484	19039436
HOMER3	chr19	19040010	19052070
SUGP2	chr19	19101697	19144832
RFXANK	chr19	19303008	19312678
NCAN	chr19	19322782	19363042
MAU2	chr19	19431490	19469563
GATAD2A	chr19	19496635	19619740
NDUFA13	chr19	19626545	19644285
GMIP	chr19	19740285	19754476
ATP13A1	chr19	19756007	19774502
ZNF506	chr19	19896648	19932560
ZNF430	chr19	21203426	21242856
ZNF431	chr19	21324827	21373034
ZNF708	chr19	21473962	21512227
ZNF493	chr19	21579921	21610375
ZNF100	chr19	21905568	21950430
ZNF43	chr19	21987752	22034927
ZNF91	chr19	23487793	23578362
RPSAP58	chr19	23945807	24010937
ZNF254	chr19	24216276	24312654
LINC00662	chr19	28175488	28284848
UQCRFS1	chr19	29698173	29704448
POP4	chr19	30094924	30108144
URI1	chr19	30414551	30506611
DPY19L3	chr19	32896449	32976801
PDCD5	chr19	33071974	33078358
CEBPA	chr19	33790840	33793470
CEBPG	chr19	33864236	33873592
PEPD	chr19	33877856	34012700
LSM14A	chr19	34663409	34720420
KIAA0355	chr19	34745442	34846491
GPI	chr19	34850385	34893061
UBA2	chr19	34919257	34960853
ZNF302	chr19	35168544	35177302
GRAMD1A	chr19	35485688	35517375
SCN1B	chr19	35521588	35531352
FXYD1	chr19	35629712	35634013
FXYD5	chr19	35645633	35660786
USF2	chr19	35759881	35770724
HAMP	chr19	35771619	35776046
TMEM147	chr19	36036497	36038428
RBM42	chr19	36119932	36128588
COX6B1	chr19	36139125	36149763
KMT2B	chr19	36208921	36229779
IGFLR1	chr19	36230058	36233354
PSENEN	chr19	36236015	36237911
APLP1	chr19	36358801	36370693
NFKBID	chr19	36378555	36393205
HCST	chr19	36393382	36395279
TYROBP	chr19	36395303	36399197
SDHAF1	chr19	36486090	36487220
CLIP3	chr19	36505562	36524245
POLR2I	chr19	36604612	36606248
TBCB	chr19	36605191	36616849
CAPNS1	chr19	36630477	36641255
ZNF146	chr19	36705504	36729676
ZFP14	chr19	36827162	36870101
ZNF793	chr19	37997841	38039664
SPINT2	chr19	38734675	38783254
PPP1R14A	chr19	38741877	38747231
YIF1B	chr19	38795753	38807913
PSMD8	chr19	38865176	38874464
RYR1	chr19	38924339	39078204
EIF3K	chr19	39109735	39127595
ACTN4	chr19	39138289	39222223
ECH1	chr19	39306062	39322645
HNRNPL	chr19	39327028	39342987
SIRT2	chr19	39369197	39390502
NFKBIB	chr19	39390340	39399533
MRPS12	chr19	39421188	39423802
GMFG	chr19	39818993	39833012
SAMD4B	chr19	39833036	39876350
PAF1	chr19	39876492	39881835
MED29	chr19	39881943	39891277
ZFP36	chr19	39897453	39900052
PLEKHG2	chr19	39903225	39919054
RPS16	chr19	39923847	39926588
SUPT5H	chr19	39926796	39967310
TIMM50	chr19	39971052	39984422
DLL3	chr19	39989535	39999121
EID2	chr19	40028890	40030870
FBL	chr19	40325098	40337054
FCGBP	chr19	40353963	40440533
PSMC4	chr19	40476912	40487348
TTC9B	chr19	40721965	40724306
AKT2	chr19	40736224	40791443
PLD3	chr19	40854363	40886346
SERTAD1	chr19	40927499	40931932
BLVRB	chr19	40953696	40971747
SHKBP1	chr19	41082757	41097305
LTBP4	chr19	41098789	41135725
SNRPA	chr19	41256542	41271294
RAB4B	chr19	41284121	41302847
EGLN2	chr19	41304901	41314338
AXL	chr19	41725108	41767671
HNRNPUL1	chr19	41768401	41813503
TGFB1	chr19	41807492	41859816
EXOSC5	chr19	41892279	41903384
RPS19	chr19	42363988	42376994
ARHGEF1	chr19	42387228	42434302
RABAC1	chr19	42460833	42463542
POU2F2	chr19	42590263	42700737
GSK3A	chr19	42734338	42746777
ERF	chr19	42751724	42759309
PAFAH1B3	chr19	42801185	42807698
MEGF8	chr19	42829761	42882921
ETHE1	chr19	44010871	44031396
XRCC1	chr19	44047192	44084625
ZNF428	chr19	44111371	44124026
CADM4	chr19	44126520	44143991
PLAUR	chr19	44150247	44174699
ZNF226	chr19	44669226	44682534
PVRL2	chr19	45349432	45392485
TOMM40	chr19	45393826	45406946
APOE	chr19	45409011	45412650
APOC1	chr19	45417504	45422606
APOC2	chr19	45449243	45452822
CLPTM1	chr19	45457842	45496599
RELB	chr19	45504688	45541452
CLASRP	chr19	45542298	45574214
TRAPPC6A	chr19	45666186	45681495
ERCC1	chr19	45910591	45982086
FOSB	chr19	45971253	45978437
VASP	chr19	46009837	46030241
SNRPD2	chr19	46190712	46195827
DMWD	chr19	46286205	46296060
SYMPK	chr19	46318668	46366548
HIF3A	chr19	46800303	46846690
PPP5C	chr19	46850251	46896238
CALM3	chr19	47104331	47114050
DACT3	chr19	47150869	47164395
STRN4	chr19	47222764	47250251
SLC1A5	chr19	47278140	47291851
AP2S1	chr19	47341393	47354249
ARHGAP35	chr19	47421933	47508334
TMEM160	chr19	47549165	47551888
ZC3H4	chr19	47567444	47617009
SAE1	chr19	47616531	47713886
PRR24	chr19	47778142	47778979
C5AR1	chr19	47793280	47825323
MEIS3	chr19	47906381	47922780
NAPA	chr19	47990894	48018497
GLTSCR2	chr19	48248779	48260315
SEPW1	chr19	48281829	48287943
CARD8	chr19	48684027	48759203
EMP3	chr19	48824766	48833810
KDELR1	chr19	48885827	48894810
GRWD1	chr19	48949030	48960279
CYTH2	chr19	48972289	48985571
RPL18	chr19	49118585	49122793
DBP	chr19	49133287	49140695
PPP1R15A	chr19	49375649	49379314
NUCB1	chr19	49403307	49426629
BAX	chr19	49458072	49465055
FTL	chr19	49468558	49470135
RUVBL2	chr19	49496705	49519252
SNRNP70	chr19	49588676	49611862
CD37	chr19	49838428	49846592
PIH1D1	chr19	49949555	49956754
RPL13A	chr19	49990811	49995565
RPS11	chr19	49999622	50002946
FCGRT	chr19	50010073	50029590
NOSIP	chr19	50058968	50093519
PRR12	chr19	50094900	50129696
SCAF1	chr19	50145382	50161899
IRF3	chr19	50162826	50169132
PRMT1	chr19	50179043	50192286
AP2A1	chr19	50270225	50310370
MED25	chr19	50321539	50342073
PTOV1	chr19	50353992	50364001
PNKP	chr19	50364461	50371166
TBC1D17	chr19	50380682	50392005
NUP62	chr19	50410082	50433020
ATF5	chr19	50431959	50437192
VRK3	chr19	50479724	50529203
NR1H2	chr19	50832910	50886239
EMC10	chr19	50979657	50986608
JOSD2	chr19	51009255	51014610
LRRC4B	chr19	51020149	51071302
CLEC11A	chr19	51226586	51228974
C19orf48	chr19	51300961	51308186
CD33	chr19	51728320	51747115
ETFB	chr19	51848423	51869672
NKG7	chr19	51874860	51875969
SIGLEC10	chr19	51913275	51921057
SIGLEC8	chr19	51954101	51961710
FPR1	chr19	52248425	52307363
ZNF577	chr19	52359055	52394203
ZNF649	chr19	52392477	52408293
PPP2R1A	chr19	52693292	52730687
ZNF766	chr19	52772824	52795977
ZNF480	chr19	52800430	52829175
ZNF83	chr19	53097313	53193749
ZNF160	chr19	53569859	53606689
ZNF677	chr19	53731577	53758151
ZNF331	chr19	54024235	54083523
MYADM	chr19	54369477	54379691
NDUFA3	chr19	54606036	54612564
TFPT	chr19	54610320	54619055
PRPF31	chr19	54618837	54635140
LENG1	chr19	54658899	54663620
MBOAT7	chr19	54677107	54693733
TSEN34	chr19	54693789	54697585
RPS9	chr19	54704610	54752862
LAIR1	chr19	54865362	54882165
TTYH1	chr19	54926393	54948080
LENG8	chr19	54960065	54973217
LILRB1	chr19	55085346	55148979
LILRB4	chr19	55155340	55181810
PPP1R12C	chr19	55602281	55628927
PPP6R1	chr19	55741148	55770363
HSPBP1	chr19	55773599	55791749
RPL28	chr19	55896713	55914612
UBE2S	chr19	55912652	55919145
ISOC2	chr19	55964352	55973710
NAT14	chr19	55996371	55998935
ZNF579	chr19	56088899	56092211
ZNF524	chr19	56111388	56114504
ZNF580	chr19	56146382	56154835
CCDC106	chr19	56152428	56164527
U2AF2	chr19	56165512	56186081
EPN1	chr19	56186592	56221224
ZNF787	chr19	56598732	56632649
ZNF667-AS1	chr19	56988619	57012035
PEG3	chr19	57321445	57352096
CTC-444N24.11	chr19	57815673	57819930
ZNF814	chr19	58360099	58400442
ZNF587	chr19	58361225	58376480
ZSCAN18	chr19	58595205	58629794
A1BG	chr19	58856544	58864865
RPS5	chr19	58897767	58906173
SLC27A5	chr19	58990879	59023780
TRIM28	chr19	59055458	59062089
CHMP2A	chr19	59062933	59066491
UBE2M	chr19	59067079	59070327
C20orf96	chr20	251504	271390
SOX12	chr20	306207	310865
RBCK1	chr20	388142	411610
TBC1D20	chr20	416124	443197
CSNK2A1	chr20	459116	524465
PSMF1	chr20	1093906	1160596
SDCBP2	chr20	1290619	1309883
FKBP1A	chr20	1349622	1373806
NSFL1C	chr20	1422807	1454487
SIRPA	chr20	1875154	1920543
SNRPB	chr20	2442280	2451499
NOP56	chr20	2632791	2639039
IDH3B	chr20	2639041	2644865
PCED1A	chr20	2815960	2821836
PTPRA	chr20	2844830	3019722
MRPS26	chr20	3026591	3028900
DDRGK1	chr20	3170996	3185331
ITPA	chr20	3189514	3204516
C20orf194	chr20	3229951	3388272
ATRN	chr20	3451687	3631769
C20orf27	chr20	3734155	3749034
CENPB	chr20	3764498	3767337
CDC25B	chr20	3767578	3786762
MAVS	chr20	3827487	3849280
PANK2	chr20	3869486	3907605
RNF24	chr20	3907956	3996229
SMOX	chr20	4101627	4168394
PRNP	chr20	4666882	4682236
RASSF2	chr20	4760669	4804291
SLC23A2	chr20	4833002	4990939
TMEM230	chr20	5080486	5093749
PCNA	chr20	5095599	5107272
CDS2	chr20	5107432	5178533
GPCPD1	chr20	5525085	5591672
TRMT6	chr20	5917881	5931182
CRLS1	chr20	5986736	6020699
FERMT1	chr20	6055492	6104191
TMX4	chr20	7957995	8000476
PLCB1	chr20	8112824	8949003
SNAP25	chr20	10199478	10288066
MKKS	chr20	10381657	10414870
JAG1	chr20	10618332	10654694
BTBD3	chr20	11871371	11907257
ESF1	chr20	13694969	13765532
MACROD2	chr20	13976015	16033842
FLRT3	chr20	14303634	14318262
KIF16B	chr20	16252749	16554078
SNRPB2	chr20	16710606	16722421
PCSK2	chr20	17206752	17465223
DSTN	chr20	17550508	17590564
RRBP1	chr20	17594323	17662940
SNX5	chr20	17922241	17949623
MGME1	chr20	17949556	17971765
SEC23B	chr20	18488137	18542059
LINC00493	chr20	18548064	18550207
DTD1	chr20	18568537	18744561
RIN2	chr20	19867165	19983101
NAA20	chr20	19997760	20014299
CRNKL1	chr20	20015012	20036690
RALGAPA2	chr20	20370196	20693131
XRN2	chr20	21283942	21370463
NKX2-2	chr20	21491648	21494664
THBD	chr20	23026270	23030378
CD93	chr20	23059986	23066977
NXT1	chr20	23331373	23335414
GZF1	chr20	23342787	23353700
CST3	chr20	23608534	23619110
SYNDIG1	chr20	24449835	24647252
CST7	chr20	24929866	24940564
APMAP	chr20	24943561	24973615
ACSS1	chr20	24986868	25039616
ENTPD6	chr20	25176329	25207365
PYGB	chr20	25228705	25278650
ABHD12	chr20	25275379	25371619
HM13	chr20	30102231	30157370
ID1	chr20	30193086	30194318
